"unigeneid"	"organ"	"pvalue"	"rzscore"	"source"
"Hs.660007"	"heart"	1.9e-13	6.45686129	"dbEST"
"Hs.29764"	"heart"	1.06e-13	5.857230416	"dbEST"
"Hs.728779"	"heart"	2.33e-14	4.168773172	"dbEST"
"Hs.42146"	"heart"	1.98e-14	4.086328873	"dbEST"
"Hs.632886"	"heart"	1.46e-14	5.972083867	"dbEST"
"Hs.719372"	"heart"	1.37e-14	6.437759706	"dbEST"
"Hs.463129"	"heart"	9.96e-15	4.940344959	"dbEST"
"Hs.468274"	"heart"	4.27e-15	5.849670335	"dbEST"
"Hs.130438"	"heart"	1.62e-15	4.535184582	"dbEST"
"Hs.47629"	"heart"	5.6e-16	4.090794065	"dbEST"
"Hs.726525"	"heart"	4.61e-16	6.495816136	"dbEST"
"Hs.657242"	"heart"	2.93e-16	4.39127098	"dbEST"
"Hs.41707"	"heart"	1.39e-16	6.533903539	"dbEST"
"Hs.727831"	"heart"	1.24e-16	4.696889553	"dbEST"
"Hs.591803"	"heart"	4.76e-17	5.636782243	"dbEST"
"Hs.350621"	"heart"	8.81e-18	5.040241234	"dbEST"
"Hs.55412"	"heart"	5.1e-18	7.072427502	"dbEST"
"Hs.204947"	"heart"	2.19e-19	6.196098505	"dbEST"
"Hs.660125"	"heart"	1.56e-19	7.067864796	"dbEST"
"Hs.86492"	"heart"	4.27e-21	4.46155017	"dbEST"
"Hs.37167"	"heart"	2.3e-21	6.566509092	"dbEST"
"Hs.464469"	"heart"	6.89e-22	4.706287768	"dbEST"
"Hs.654432"	"heart"	6.48e-24	5.847854461	"dbEST"
"Hs.153827"	"heart"	1.42e-25	4.563243622	"dbEST"
"Hs.433700"	"heart"	7.25e-26	4.380175963	"dbEST"
"Hs.516176"	"heart"	6.78e-26	5.514821314	"dbEST"
"Hs.278432"	"heart"	1.57e-27	6.687467253	"dbEST"
"Hs.219140"	"heart"	1.72e-31	6.945011805	"dbEST"
"Hs.139389"	"heart"	8.73e-32	6.68986168	"dbEST"
"Hs.707031"	"heart"	2.52e-35	6.832927867	"dbEST"
"Hs.436885"	"heart"	1.2e-38	6.183751697	"dbEST"
"Hs.227752"	"heart"	9.09e-39	6.573468692	"dbEST"
"Hs.279709"	"heart"	5.81e-39	5.478614994	"dbEST"
"Hs.54473"	"heart"	3.37e-45	6.874189928	"dbEST"
"Hs.134292"	"heart"	1.8e-46	5.979906433	"dbEST"
"Hs.656031"	"heart"	2.37e-48	4.163564525	"dbEST"
"Hs.524906"	"heart"	2.47e-73	7.048641474	"dbEST"
"Hs.83577"	"heart"	8.25e-76	5.336096124	"dbEST"
"Hs.57975"	"heart"	7.68e-91	5.31911004	"dbEST"
"Hs.709179"	"heart"	2.78e-98	7.043059448	"dbEST"
"Hs.710015"	"heart"	1.52e-103	7.060719185	"dbEST"
"Hs.75640"	"heart"	1.96e-152	7.030240635	"dbEST"
"Hs.518808"	"heart"	1.58e-186	5.7365048	"dbEST"
"Hs.533613"	"heart"	8.36e-198	6.995666736	"dbEST"
"Hs.170839"	"heart"	2.13e-212	5.586348859	"dbEST"
"Hs.118127"	"heart"	7.17e-237	6.821406591	"dbEST"
"Hs.657271"	"heart"	6.39e-299	5.068203228	"dbEST"
"Hs.75636"	"heart"	0	7.066904744	"dbEST"
"Hs.476041"	"heart"	NA	NA	"HPA"
"Hs.495912"	"heart"	NA	NA	"HPA"
"Hs.533613"	"heart"	NA	NA	"HPA"
"Hs.1176"	"heart"	0.9797	NA	"TiSGeD"
"Hs.118127"	"heart"	0.9994	NA	"TiSGeD"
"Hs.118845"	"heart"	0.9997	NA	"TiSGeD"
"Hs.1288"	"heart"	0.9466	NA	"TiSGeD"
"Hs.133892"	"heart"	0.9277	NA	"TiSGeD"
"Hs.134602"	"heart"	0.9534	NA	"TiSGeD"
"Hs.135458"	"heart"	0.9983	NA	"TiSGeD"
"Hs.219140"	"heart"	0.9874	NA	"TiSGeD"
"Hs.2229"	"heart"	0.9871	NA	"TiSGeD"
"Hs.224171"	"heart"	0.9236	NA	"TiSGeD"
"Hs.234521"	"heart"	0.9068	NA	"TiSGeD"
"Hs.250760"	"heart"	0.9973	NA	"TiSGeD"
"Hs.252967"	"heart"	0.9454	NA	"TiSGeD"
"Hs.278432"	"heart"	0.999	NA	"TiSGeD"
"Hs.2799"	"heart"	0.9881	NA	"TiSGeD"
"Hs.300772"	"heart"	0.9195	NA	"TiSGeD"
"Hs.334347"	"heart"	0.9557	NA	"TiSGeD"
"Hs.380691"	"heart"	0.9734	NA	"TiSGeD"
"Hs.381047"	"heart"	0.9995	NA	"TiSGeD"
"Hs.41707"	"heart"	0.9921	NA	"TiSGeD"
"Hs.421621"	"heart"	0.9706	NA	"TiSGeD"
"Hs.436885"	"heart"	0.9956	NA	"TiSGeD"
"Hs.439777"	"heart"	0.9347	NA	"TiSGeD"
"Hs.443683"	"heart"	0.9627	NA	"TiSGeD"
"Hs.459153"	"heart"	0.9932	NA	"TiSGeD"
"Hs.463300"	"heart"	0.9297	NA	"TiSGeD"
"Hs.464469"	"heart"	0.9618	NA	"TiSGeD"
"Hs.495311"	"heart"	0.9204	NA	"TiSGeD"
"Hs.502612"	"heart"	0.9957	NA	"TiSGeD"
"Hs.515715"	"heart"	0.9086	NA	"TiSGeD"
"Hs.517553"	"heart"	0.9944	NA	"TiSGeD"
"Hs.517586"	"heart"	0.996	NA	"TiSGeD"
"Hs.517939"	"heart"	1	NA	"TiSGeD"
"Hs.524906"	"heart"	0.9967	NA	"TiSGeD"
"Hs.533613"	"heart"	1	NA	"TiSGeD"
"Hs.54473"	"heart"	0.9826	NA	"TiSGeD"
"Hs.57975"	"heart"	0.9839	NA	"TiSGeD"
"Hs.632642"	"heart"	0.9841	NA	"TiSGeD"
"Hs.645273"	"heart"	0.9853	NA	"TiSGeD"
"Hs.651453"	"heart"	1	NA	"TiSGeD"
"Hs.654827"	"heart"	0.9493	NA	"TiSGeD"
"Hs.656031"	"heart"	0.9564	NA	"TiSGeD"
"Hs.657242"	"heart"	0.9744	NA	"TiSGeD"
"Hs.657266"	"heart"	0.9984	NA	"TiSGeD"
"Hs.657271"	"heart"	0.9997	NA	"TiSGeD"
"Hs.709179"	"heart"	1	NA	"TiSGeD"
"Hs.719946"	"heart"	0.9991	NA	"TiSGeD"
"Hs.75535"	"heart"	0.9937	NA	"TiSGeD"
"Hs.75636"	"heart"	1	NA	"TiSGeD"
"Hs.75640"	"heart"	0.9745	NA	"TiSGeD"
"Hs.77628"	"heart"	0.9704	NA	"TiSGeD"
"Hs.80691"	"heart"	0.9984	NA	"TiSGeD"
"Hs.83577"	"heart"	0.9953	NA	"TiSGeD"
